++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
 Tue Jun 28 11:57:23 2016
 a 1.1 b -90 a 0.8 b -90 a 0.2 c 0.6 180 a 0.6 b -90 a 0.8 b -90 a 1.2 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
      length        time  angle(tem)  angle(ave)  angle(des)        C_PI   field dir temperature
        2.41       77.28     -146.31     -146.31     -146.29        6.02     -140.27       63.77
        2.41       77.33     -146.31     -146.31     -145.88        6.07     -139.81       63.82
        2.41       77.38     -146.31     -146.31     -145.88        6.11     -139.77       63.82
        2.41       77.43     -146.31     -146.31     -145.47        6.19     -139.28       63.69
        2.42       77.48     -146.31     -146.31     -145.05        6.28     -138.78       63.69
        2.42       77.53     -145.01     -145.98     -145.05        6.37     -138.69       63.70
        2.42       77.58     -146.31     -145.98     -144.64        6.45     -138.19       63.70
        2.42       77.63     -146.31     -145.85     -144.64        6.54     -138.10       63.80
        2.43       77.68     -143.13     -144.59     -144.23        6.68     -137.55       63.80
        2.43       77.73     -143.13     -143.46     -143.81        6.76     -137.05       63.80
        2.43       77.78     -143.13     -143.13     -143.81        6.78     -137.04       63.80
        2.44       77.83     -143.13     -143.13     -143.40        6.77     -136.63       64.01
        2.44       77.88     -143.13     -143.13     -142.99        6.74     -136.25       64.01
        2.44       77.93     -143.13     -143.34     -142.99        6.76     -136.22       63.96
        2.44       77.98     -143.97     -143.30     -142.57        6.80     -135.78       63.96
        2.44       78.03     -143.13     -143.09     -142.57        6.85     -135.73       63.82
        2.45       78.08     -143.13     -143.13     -142.16        6.94     -135.22       63.82
        2.45       78.13     -141.34     -142.68     -141.75        7.03     -134.72       63.68
        2.45       78.18     -142.12     -141.98     -141.75        7.10     -134.65       63.68
        2.46       78.23     -141.34     -141.54     -141.33        7.11     -134.22       63.67
        2.46       78.28     -141.34     -141.34     -141.33        7.12     -134.22       63.67
        2.46       78.33     -141.34     -141.54     -140.92        7.16     -133.76       63.74
        2.47       78.38     -141.34     -141.54     -140.51        7.22     -133.28       63.74
        2.47       78.43     -143.13     -141.79     -140.51        7.32     -133.19       63.78
        2.47       78.48     -141.34     -141.79     -140.09        7.45     -132.65       63.78
        2.47       78.53     -141.34     -141.05     -140.09        7.58     -132.52       63.89
        2.47       78.58     -140.19     -140.48     -139.68        7.69     -131.99       63.89
        2.48       78.63     -139.40     -140.00     -139.27        7.76     -131.50       63.64
        2.48       78.68     -138.81     -139.45     -139.27        7.82     -131.45       63.64
        2.48       78.73     -135.00     -138.35     -138.85        7.80     -131.06       63.90
        2.48       78.78     -135.00     -136.30     -138.85        7.60     -131.26       63.90
        2.49       78.83     -139.40     -136.10     -138.44        7.34     -131.11       63.99
        2.49       78.88     -139.40     -138.30     -138.03        7.29     -130.74       63.99
        2.49       78.93     -135.00     -138.50     -138.03        7.41     -130.62       63.93
        2.50       78.98     -135.00     -136.30     -137.61        7.39     -130.22       63.93
        2.50       79.04     -135.00     -135.00     -137.61        7.19     -130.43       63.97
        2.50       79.09     -135.00     -135.00     -137.20        6.97     -130.23       63.97
        2.50       79.14     -138.37     -135.84     -136.79        6.79     -130.00       63.83
        2.50       79.19     -135.00     -135.84     -136.79        6.66     -130.12       63.83
        2.51       79.24     -135.00     -135.00     -136.37        6.54     -129.83       63.81
        2.51       79.29     -138.81     -135.95     -135.96        6.44     -129.52       63.81
        2.51       79.34     -135.00     -135.95     -135.96        6.44     -129.52       63.82
        2.52       79.39     -135.00     -135.00     -135.55        6.46     -129.09       63.82
        2.52       79.44     -135.00     -135.00     -135.55        6.40     -129.15       63.52
        2.52       79.49     -135.00     -135.00     -135.13        6.38     -128.76       63.52
        2.53       79.54     -135.00     -135.00     -134.72        6.37     -128.35       63.83
        2.53       79.59     -135.00     -135.00     -134.72        6.40     -128.32       63.83
        2.53       79.64     -135.00     -135.00     -134.31        6.45     -127.86       63.57
        2.53       79.69     -135.00     -135.00     -134.31        6.51     -127.80       63.57
        2.54       79.74     -135.00     -135.00     -133.90        6.62     -127.28       63.93
        2.54       79.79     -135.00     -135.84     -133.48        6.77     -126.72       63.93
        2.54       79.84     -135.00     -135.84     -133.48        6.97     -126.51       63.79
        2.54       79.89     -135.00     -135.00     -133.07        7.16     -125.91       63.79
        2.54       79.94     -135.00     -135.00     -133.07        7.36     -125.71       63.84
        2.55       79.99     -135.00     -135.00     -132.66        7.58     -125.07       63.84
        2.55       80.04     -135.00     -135.00     -132.24        7.82     -124.42       63.98
        2.55       80.09     -135.00     -135.00     -132.24        8.09     -124.15       63.98
        2.56       80.14     -135.00     -135.00     -131.83        8.39     -123.44       63.98
        2.56       80.19     -135.00     -135.00     -131.83        8.70     -123.13       63.93
        2.56       80.24     -135.00     -135.00     -131.42        9.05     -122.37       63.93
        2.57       80.29     -135.00     -135.00     -131.00        9.42     -121.59       63.98
        2.57       80.34     -135.00     -135.00     -131.00        9.82     -121.18       63.98
        2.57       80.39     -135.00     -135.00     -130.59       10.24     -120.35       63.90
        2.57       80.44     -135.00     -135.00     -130.59       10.68     -119.91       63.90
        2.57       80.49     -135.00     -135.00     -130.18       11.15     -119.03       64.08
        2.58       80.54     -135.00     -135.00     -129.76       11.64     -118.12       64.08
